1.125897346187935857e-07,7.313854008716392517e+07
5.180393984322076523e-08,1.193261323185520247e+07
1.439214485391573483e-07,5.540416180183644406e+06
2.154127368387727017e-07,4.202027287412853539e+07
3.104865545133710154e-07,2.733815428364522289e+06
3.458621887400695182e-07,2.976548289167088922e+06
2.085293079199720687e-07,4.783480000592553057e+06
2.950653885717372935e-07,3.501156218433137983e+06
3.492567863270044079e-07,3.043906753118211869e+06
3.169892877133110511e-07,3.499089682634818833e+06
2.493243065242526872e-07,4.861374331485965289e+06
1.750327262441033695e-07,5.444429758449857123e+06
3.286275541689792280e-07,3.120513388908416033e+06
2.950653885717372935e-07,3.501156218433137983e+06
2.682775636783208900e-07,3.711344275947842747e+06
2.828720402380086676e-07,3.595927221948657185e+06
3.610732599947478764e-07,2.960300184946565423e+06
3.371759884509097944e-07,3.191078718405994121e+06
3.829401360913846147e-07,2.760597949273186736e+06
3.492567863270044079e-07,3.043906753118211869e+06
3.481434680905097846e-07,3.032209561084502842e+06
3.169892877133110511e-07,3.499089682634818833e+06
2.600650489770370018e-07,4.307898419628508389e+06
5.459739732125732914e-08,2.122942178451135755e+07
4.066373027465374649e-07,1.774308402741929516e+06
1.433261001447010351e-07,5.706868851687915623e+06
1.841822197797781886e-07,4.275433175588450395e+06
5.816145786480605817e-08,1.371307523633319326e+07
4.266737533343551951e-07,2.209584097109161783e+06
1.665272920174424664e-07,5.961619445377363823e+06
2.735634323599250827e-07,3.475621185963497963e+06
5.715068614169633591e-07,1.755685500568876509e+06
6.569836876387166600e-07,1.574462329924104968e+06
3.829401360913846147e-07,2.760597949273186736e+06
3.371759884509097944e-07,3.191078718405994121e+06
1.065874655762707985e-07,7.142382708920632489e+06
1.923673263455759786e-07,3.442964905740523711e+06
4.266737533343551951e-07,2.209584097109161783e+06
7.073118737428019070e-07,1.340023971861438826e+06
3.282813620264993095e-07,2.665691153810669202e+06
7.543646310899856605e-07,1.293889303972012131e+06
5.715068614169633591e-07,1.755685500568876509e+06
5.975629225766368135e-07,1.763080422536685364e+06
5.179388777714094689e-07,2.174257796448575333e+06
5.810824000687184430e-07,2.133729443523293361e+06
5.760276479695764775e-07,2.147615374099682551e+06
1.009098859299662039e-06,1.553777221086600330e+06
4.092546894354520722e-07,1.285247271940712351e+06
3.130238315372989985e-07,3.610364826724903286e+07
2.373107865162978864e-07,2.797163952052026987e+06
2.943111389844696993e-07,2.270242933233049233e+06
4.795052599517684036e-07,1.782687332065351307e+06
7.952068255370754366e-07,1.127021296541929245e+06
5.975629225766368135e-07,1.763080422536685364e+06
5.179388777714094689e-07,2.174257796448575333e+06
5.760276479695764775e-07,2.147615374099682551e+06
5.810824000687184430e-07,2.133729443523293361e+06
1.009098859299662039e-06,1.553777221086600330e+06
2.825235185926349075e-08,7.155945895454098284e+07
9.480952097516240934e-08,6.187154662123686634e+06
2.373107865162978864e-07,2.797163952052026987e+06
8.915663435344275281e-08,8.672054566388092935e+06
2.599872795761121758e-07,3.663845816069366410e+06
3.887952613003030399e-07,2.736076447972816415e+06
2.880319513331509247e-07,3.646338418124478310e+06
3.743173698097274105e-07,3.130350741672850680e+06
3.540574287857968287e-07,3.674311169827981852e+06
3.110814503261606467e-07,4.444105331013682298e+06
5.859424811311169064e-07,2.833898517284837086e+06
1.035439162236450376e-07,2.141044896664545685e+07
2.844051619675734049e-08,6.531744393356486410e+07
8.116530825858680215e-08,6.850917985639813356e+06
9.655401294563189299e-08,6.241287151751721278e+06
2.836133718458909705e-07,2.972059307705589104e+06
3.473287024966250293e-07,2.880223014527630061e+06
2.132395766396588664e-07,4.704614318761637434e+06
8.891364533450836618e-08,1.219239649110426940e+07
4.632432379557489383e-07,2.585788033446818125e+06
2.152607303682233384e-07,5.988513150153269991e+06
2.858051157455197055e-07,5.067936964789950289e+06
5.800669325142480690e-07,2.551857712584521156e+06
9.059975964763463167e-08,1.291753336620703153e+07
2.319722874890543407e-07,2.783738074432506692e+06
3.875083846126159122e-07,2.281873868861612398e+06
6.054832869378062932e-07,1.518306098885916872e+06
4.312705685493562599e-07,2.172142854277009144e+06
6.852597701679833583e-07,1.419845794134292519e+06
4.983904442644250785e-07,2.023726511089445557e+06
6.211645329788032823e-07,1.909547820081067039e+06
5.777037548749628565e-07,2.168350562001858372e+06
5.399981451425918150e-07,2.280754803464810364e+06
9.190392437087207880e-07,1.611068202012073249e+06
1.100093797518991389e-06,1.424196456253811950e+06
1.014376205275023901e-07,2.271005160150159150e+07
2.486524153334849367e-07,5.445887487539195456e+06
4.058705433035234885e-07,2.769534160183703154e+07
7.640741049162139364e-07,9.984365554677923210e+05
5.026334352145266727e-07,1.719317808773526689e+06
7.602148838358839099e-07,1.243914855956753949e+06
7.638569355643245420e-07,1.237224948253915180e+06
4.328008355459665963e-07,2.504638234452250879e+06
4.520762937011776938e-07,2.431307466807621066e+06
5.660864455248200561e-07,2.069777264267034829e+06
7.978215594333170391e-07,1.504482713278342504e+06
9.212235147452269207e-07,1.522274929853788344e+06
2.707445499230563631e-07,2.265247651157457381e+06
2.535063649841669368e-07,2.474958060282763559e+06
4.957743577090841301e-07,1.847029660722352797e+06
5.232829781131818271e-07,1.795892436520785792e+06
4.131575167748674515e-07,2.404882170218249783e+06
3.982072123417116346e-07,2.470959040191954002e+06
4.467051892442236062e-07,2.304258313595413696e+06
4.619995315180783588e-07,2.197970441908718552e+06
4.728797653257469854e-07,2.248168136590203736e+06
4.602346910145926395e-07,2.567416579247123096e+06
5.216785939498998857e-07,2.589494958559308667e+06
7.859060820426063954e-07,1.883586177874602610e+06
2.436889538829853607e-07,2.273460327665970661e+06
4.131575167748674515e-07,2.404882170218249783e+06
1.794885140992596988e-07,5.571737460562745109e+06
2.630567213968864374e-07,3.731141507712256163e+06
4.619995315180783588e-07,2.197970441908718552e+06
2.929491914719910736e-07,3.746485828552325256e+06
2.868898223331241743e-07,3.776828586123099551e+06
3.536049352082614181e-07,3.185659600143420510e+06
4.323228619268292724e-07,2.728087063698168378e+06
3.828053399642716290e-07,3.125632425975800026e+06
3.737483394125553692e-07,3.401418942520229612e+06
5.888280436791554184e-07,2.384222639511156362e+06
7.245582000882762977e-07,2.163702543919214513e+06
2.061544815771969489e-07,3.702137221020455007e+06
2.456084878406857103e-07,3.219414239466608502e+06
